Wall time,Step,Value
1757759001.0700285,4815600000,77.3979263305664
1757759012.2060473,4818000000,77.61094665527344
1757759062.2673225,4828800000,77.62055206298828
1757759090.0615594,4834800000,77.65377044677734
1757759123.449765,4842000000,77.81061553955078
1757759156.7983413,4849200000,77.60469818115234
1757759195.7787313,4857600000,77.66986846923828
1757759401.881384,4902000000,77.68528747558594
1757759446.462181,4911600000,77.41073608398438
1757759541.3715358,4932000000,77.41088104248047
1757759574.8671227,4939200000,77.48641967773438
1757759608.346522,4946400000,77.54446411132812
1757759625.0884416,4950000000,77.71693420410156
1757759747.9449055,4976400000,77.6105728149414
1757759803.6825936,4988400000,77.72158813476562
1757759865.0108926,5001600000,77.81629943847656
1757759920.8147137,5013600000,77.6655502319336
1757759926.4050093,5014800000,77.80792236328125
1757759943.1853359,5018400000,77.75287628173828
1757760004.528836,5031600000,77.58007049560547
1757760088.1257353,5049600000,77.78598022460938
1757760166.2471595,5066400000,77.8399429321289
1757760199.746484,5073600000,77.74842071533203
1757760210.879653,5076000000,77.90345001220703
1757760250.0295763,5084400000,77.98297119140625
1757760305.9398017,5096400000,77.97842407226562
1757760322.6558797,5100000000,77.6320571899414
1757760339.3752015,5103600000,77.81287384033203
1757760344.9549232,5104800000,77.90845489501953
1757760367.23876,5109600000,77.90531921386719
1757760495.6920273,5137200000,77.82888793945312
1757760501.2649994,5138400000,77.55858612060547
1757760596.156494,5158800000,77.8813705444336
1757760707.9487174,5182800000,77.70610046386719
1757760735.894694,5188800000,77.83468627929688
1757760763.7597845,5194800000,77.83941650390625
1757760797.274729,5202000000,77.99620056152344
1757761032.0827146,5252400000,78.05261993408203
1757761048.8266923,5256000000,77.96277618408203
1757761138.424572,5275200000,78.0870361328125
1757761183.194221,5284800000,78.13582611083984
1757761205.5622272,5289600000,78.10382080078125
1757761222.3572676,5293200000,78.1596908569336
1757761289.4164562,5307600000,77.91087341308594
1757761300.6206622,5310000000,77.87850952148438
1757761362.0269253,5323200000,77.88584899902344
1757761406.7536495,5332800000,77.85064697265625
1757761468.3204613,5346000000,77.8294906616211
1757761535.42078,5360400000,78.03974151611328
1757761664.064318,5388000000,78.1024169921875
1757761697.6127715,5395200000,78.16027069091797
1757761719.961601,5400000000,78.04210662841797
1757761803.87747,5418000000,77.71968078613281
1757761837.4192476,5425200000,78.01277160644531
1757761854.181545,5428800000,78.0829086303711
1757761865.4320579,5431200000,78.10517120361328
1757761921.6387212,5443200000,78.115234375
1757761944.1699793,5448000000,78.02371978759766
1757761966.564782,5452800000,78.29692840576172
1757761972.1777813,5454000000,78.2281265258789
1757762073.1319957,5475600000,78.23146057128906
1757762084.3720863,5478000000,78.0586166381836
1757762106.8065197,5482800000,77.99998474121094
1757762140.4416761,5490000000,78.23822021484375
1757762185.2720978,5499600000,77.98625946044922
1757762241.3070264,5511600000,78.03343200683594
1757762319.6928422,5528400000,78.10252380371094
1757762336.4884176,5532000000,77.95906066894531
1757762353.3038266,5535600000,78.00816345214844
1757762560.7245119,5580000000,78.17340850830078
1757762588.7346315,5586000000,78.15892791748047
1757762611.1633437,5590800000,78.22540283203125
1757762616.7899919,5592000000,78.27517700195312
1757762633.5837803,5595600000,78.30824279785156
1757762661.6287959,5601600000,78.27182006835938
1757762723.2307289,5614800000,78.43010711669922
1757762768.1263237,5624400000,78.424560546875
1757762790.5490692,5629200000,78.4189453125
1757762801.7684338,5631600000,78.35084533691406
1757762835.4107416,5638800000,78.28245544433594
1757762880.243289,5648400000,78.41118621826172
1757762885.8943863,5649600000,78.50849151611328
1757762919.5902648,5656800000,78.47639465332031
1757762936.4385672,5660400000,78.25083923339844
1757763015.0121415,5677200000,78.34854125976562
1757763054.3865564,5685600000,78.33502960205078
1757763177.843385,5712000000,78.23999786376953
1757763217.1610394,5720400000,78.25325775146484
1757763250.8365996,5727600000,78.15402221679688
1757763273.2546456,5732400000,78.23888397216797
1757763278.8646147,5733600000,78.22187805175781
1757763351.7214322,5749200000,78.26317596435547
1757763430.2786882,5766000000,78.46695709228516
1757763447.1528347,5769600000,78.44757843017578
1757763463.9827127,5773200000,78.51637268066406
1757763475.1887093,5775600000,78.42373657226562
1757763486.410335,5778000000,78.34913635253906
1757763576.26021,5797200000,78.33081817626953
1757763587.465408,5799600000,78.2237548828125
1757763598.6415942,5802000000,78.3122787475586
1757763604.2416954,5803200000,78.5408706665039
1757763609.8424208,5804400000,78.52064514160156
1757763649.1281257,5812800000,78.49784851074219
1757763654.721308,5814000000,78.39785766601562
1757763755.7799582,5835600000,78.34285736083984
1757763867.752697,5859600000,78.34317016601562
1757763940.7184687,5875200000,78.611083984375
1757764013.5975325,5890800000,78.44356536865234
1757764024.889804,5893200000,78.27326965332031
1757764131.670633,5916000000,78.50395202636719
1757764154.1803482,5920800000,78.46646118164062
1757764193.475081,5929200000,78.4902572631836
1757764215.9498668,5934000000,78.43461608886719
1757764244.079523,5940000000,78.41354370117188
1757764418.377443,5977200000,78.61170959472656
1757764474.5070148,5989200000,78.5090103149414
1757764480.131228,5990400000,78.54115295410156
1757764659.8134832,6028800000,78.77010345458984
1757764794.741099,6057600000,77.78190612792969
1757764862.0297625,6072000000,78.25697326660156
1757764873.3063583,6074400000,78.23345184326172
1757764901.451387,6080400000,78.40733337402344
1757764974.6355236,6096000000,78.31929779052734
1757764980.2620053,6097200000,78.38746643066406
1757765025.2788181,6106800000,78.26683807373047
1757765036.5136433,6109200000,78.26988983154297
1757765064.7515337,6115200000,78.44345092773438
1757765272.8998375,6159600000,78.50958251953125
1757765295.3910282,6164400000,78.75103759765625
1757765317.9417267,6169200000,78.53125
1757765357.3046787,6177600000,78.53894805908203
1757765379.861137,6182400000,78.71095275878906
1757765385.526854,6183600000,78.61974334716797
1757765396.736885,6186000000,78.63279724121094
1757765402.353987,6187200000,78.58143615722656
1757765469.8450832,6201600000,78.49757385253906
1757765582.3831356,6225600000,78.23028564453125
1757765644.385209,6238800000,78.6541519165039
1757765655.648127,6241200000,78.66874694824219
1757765683.8292086,6247200000,78.40094757080078
1757765695.0757933,6249600000,78.67118835449219
1757765723.240937,6255600000,78.7135009765625
1757765756.9472857,6262800000,78.64559936523438
1757765796.3099103,6271200000,78.55709838867188
1757765869.4259968,6286800000,78.65027618408203
1757765953.985829,6304800000,78.74557495117188
1757765959.6204526,6306000000,78.75570678710938
1757765982.138328,6310800000,78.71477508544922
1757766004.6173918,6315600000,78.7593765258789
1757766021.525007,6319200000,78.79830932617188
1757766139.6328626,6344400000,78.82577514648438
1757766190.2202504,6355200000,78.80517578125
1757766201.554105,6357600000,78.79434204101562
1757766319.4225576,6382800000,78.708984375
1757766325.0385213,6384000000,78.73970794677734
1757766341.949025,6387600000,78.62210845947266
1757766353.181546,6390000000,78.73310089111328
1757766375.685652,6394800000,78.75823211669922
1757766381.2889755,6396000000,78.92853546142578
1757766409.3848057,6402000000,78.97144317626953
1757766566.7797143,6435600000,79.06221008300781
1757766600.521787,6442800000,78.83788299560547
1757766611.7801893,6445200000,78.83350372314453
1757766741.0680392,6472800000,78.51871490478516
1757766791.6997604,6483600000,78.50413513183594
1757766797.3535252,6484800000,78.53866577148438
1757766876.166135,6501600000,78.7006607055664
1757766915.7060454,6510000000,78.80331420898438
1757766938.229325,6514800000,78.80609130859375
1757767033.8323386,6535200000,78.92829895019531
1757767073.1537101,6543600000,78.97474670410156
1757767084.5032651,6546000000,79.0584945678711
1757767101.408272,6549600000,78.76751708984375
1757767112.6715813,6552000000,78.92605590820312
1757767320.8765,6596400000,78.9595718383789
1757767365.8888197,6606000000,79.03677368164062
1757767394.043321,6612000000,78.9192123413086
1757767399.6740816,6613200000,79.09192657470703
1757767439.09119,6621600000,79.00382232666016
1757767461.6494129,6626400000,79.01653289794922
1757767472.9317248,6628800000,78.939697265625
1757767596.646314,6655200000,78.89746856689453
1757767636.0811841,6663600000,79.13201141357422
1757767720.3646736,6681600000,79.08695983886719
1757767787.7549117,6696000000,79.13719940185547
1757767928.5424228,6726000000,78.94129180908203
1757768148.0212207,6772800000,79.02986907958984
1757768204.2912066,6784800000,78.90326690673828
1757768283.3860583,6801600000,79.17768859863281
1757768396.121997,6825600000,79.26300048828125
1757768503.2014983,6848400000,79.24980163574219
1757768542.579141,6856800000,79.19100952148438
1757768559.4439886,6860400000,79.14378356933594
1757768598.8496401,6868800000,79.27778625488281
1757768638.259096,6877200000,78.51172637939453
1757768655.2217605,6880800000,78.43172454833984
1757768694.8034298,6889200000,79.05351257324219
1757768751.137831,6901200000,78.96631622314453
1757768762.427115,6903600000,79.16624450683594
1757768779.3627687,6907200000,79.0860824584961
1757768785.0206144,6908400000,79.09329986572266
1757768790.6653621,6909600000,79.10499572753906
1757768796.3290007,6910800000,79.13549041748047
1757768835.80548,6919200000,79.09587097167969
1757768875.2248003,6927600000,79.29606628417969
1757768925.89845,6938400000,79.24937438964844
1757768971.0097315,6948000000,79.27714538574219
1757769213.227822,6999600000,78.98979187011719
1757769308.7992923,7020000000,79.07098388671875
1757769404.5815144,7040400000,79.05593872070312
1757769477.8074126,7056000000,79.15814208984375
1757769483.4337347,7057200000,79.0910415649414
1757769494.707457,7059600000,79.04814910888672
1757769714.0357358,7106400000,78.91056823730469
1757769865.9934795,7138800000,79.36907196044922
1757769894.2253954,7144800000,77.73268127441406
1757769911.2137072,7148400000,77.47512817382812
1757769956.3284633,7158000000,79.0405044555664
1757769990.3463075,7165200000,79.11553955078125
1757770052.582787,7178400000,79.33653259277344
1757770103.2618787,7189200000,79.44719696044922
1757770142.6475534,7197600000,79.41602325439453
1757770176.5678082,7204800000,79.26878356933594
1757770210.3347974,7212000000,79.00064849853516
1757770215.9584281,7213200000,78.86607360839844
1757770407.7498152,7254000000,79.46915435791016
1757770413.3825877,7255200000,79.25674438476562
1757770458.402719,7264800000,79.25177764892578
1757770588.017404,7292400000,79.4457778930664
1757770599.32345,7294800000,79.44738006591797
1757770604.927789,7296000000,79.53578186035156
1757770666.8982687,7309200000,79.33551025390625
1757770683.7797043,7312800000,79.48155212402344
1757770762.8280282,7329600000,79.6599349975586
1757770785.367546,7334400000,79.40798950195312
1757770796.6460524,7336800000,79.40186309814453
1757770909.684411,7360800000,79.43309020996094
1757770937.9792547,7366800000,79.53787994384766
1757770949.298848,7369200000,79.4096908569336
1757770960.6153677,7371600000,79.43306732177734
1757771107.5827487,7402800000,79.75243377685547
1757771271.410865,7437600000,79.5094985961914
1757771316.5797415,7447200000,79.692626953125
1757771350.460958,7454400000,78.6458969116211
1757771406.7375805,7466400000,79.43242645263672
1757771429.3144674,7471200000,79.34872436523438
1757771451.822241,7476000000,79.5904769897461
1757771474.3789337,7480800000,79.72676086425781
1757771491.3042524,7484400000,79.60575866699219
1757771530.7245803,7492800000,79.48934936523438
1757771575.7533383,7502400000,79.46855163574219
1757771733.7217717,7536000000,79.57401275634766
1757771744.9880242,7538400000,79.67076110839844
1757771784.3386915,7546800000,79.62761688232422
1757771829.399721,7556400000,79.58541870117188
1757771835.0398145,7557600000,79.49797821044922
1757771851.9038868,7561200000,79.58895874023438
1757771930.7686882,7578000000,79.64517974853516
1757772009.6801908,7594800000,79.50654602050781
1757772032.234152,7599600000,79.58112335205078
1757772037.868342,7600800000,79.50545501708984
1757772043.4914277,7602000000,79.41511535644531
1757772116.7485254,7617600000,79.39616394042969
1757772178.7426727,7630800000,79.50040435791016
1757772184.4898999,7632000000,79.47227478027344
1757772212.7544417,7638000000,79.49801635742188
1757772224.0796092,7640400000,79.50493621826172
1757772241.0008745,7644000000,79.62689208984375
1757772303.1601481,7657200000,79.4735336303711
1757772449.9638824,7688400000,79.62068176269531
1757772551.6152902,7710000000,79.82461547851562
1757772653.2471213,7731600000,78.50485229492188
1757772658.9013698,7732800000,79.08972930908203
1757772692.7865639,7740000000,79.38875579833984
1757772749.129247,7752000000,79.5765151977539
1757772828.0453148,7768800000,79.7786636352539
1757772929.779143,7790400000,79.72247314453125
1757772946.6749494,7794000000,79.7609634399414
1757772952.3188202,7795200000,79.71897888183594
1757773104.9103746,7827600000,79.54963684082031
1757773138.7131267,7834800000,79.6954574584961
1757773155.656266,7838400000,79.68221282958984
1757773206.4541085,7849200000,79.74030303955078
1757773240.3251026,7856400000,79.76342010498047
1757773268.5349102,7862400000,79.65376281738281
1757773274.1757302,7863600000,79.6156005859375
1757773279.811711,7864800000,79.82708740234375
1757773341.870874,7878000000,79.57843017578125
1757773358.8908582,7881600000,79.6789779663086
1757773370.1991944,7884000000,79.60316467285156
1757773460.5658288,7903200000,79.73614501953125
1757773488.81924,7909200000,79.73950958251953
1757773517.1536129,7915200000,79.88491821289062
1757773539.7325404,7920000000,79.49918365478516
1757773630.2200942,7939200000,79.96170806884766
1757773635.9088664,7940400000,79.90151977539062
1757773709.6020427,7956000000,79.9397201538086
1757773823.2920816,7980000000,79.98802947998047
1757773891.770646,7994400000,79.95162200927734
1757773959.966055,8008800000,80.0301284790039
1757774096.5590215,8037600000,79.8748550415039
1757774158.6583767,8050800000,79.98251342773438
1757774198.1880019,8059200000,79.83564758300781
1757774226.5005808,8065200000,79.8058090209961
1757774237.8000295,8067600000,79.77119445800781
1757774249.1244602,8070000000,79.94879150390625
1757774283.0473106,8077200000,80.0187759399414
1757774305.7675707,8082000000,78.28096008300781
1757774396.1676068,8101200000,79.73870849609375
1757774458.4044647,8114400000,79.6939697265625
1757774469.7076485,8116800000,79.92402648925781
1757774543.1842463,8132400000,79.98074340820312
1757774560.1495545,8136000000,79.92598724365234
1757774594.1155474,8143200000,79.99006652832031
1757774690.2702959,8163600000,79.95388793945312
1757774712.8349767,8168400000,80.04566955566406
1757774797.4456823,8186400000,80.10360717773438
1757774853.963617,8198400000,79.99066162109375
1757774870.9402065,8202000000,80.1192626953125
1757774887.8631341,8205600000,79.94027709960938
1757774916.0961661,8211600000,80.05390930175781
1757774927.427655,8214000000,79.79467010498047
1757774961.3165019,8221200000,79.81318664550781
1757775012.0635326,8232000000,80.09786224365234
1757775051.5798767,8240400000,80.0392837524414
1757775074.1290681,8245200000,80.16082763671875
1757775102.3334546,8251200000,80.0811538696289
1757775198.4313369,8271600000,79.59785461425781
1757775322.7023728,8298000000,79.94939422607422
1757775333.9807954,8300400000,79.90512084960938
1757775350.9095619,8304000000,79.9433364868164
1757775413.0361495,8317200000,79.92042541503906
1757775452.6134577,8325600000,80.07628631591797
1757775576.899306,8352000000,80.14722442626953
1757775667.1678455,8371200000,80.15242767333984
1757775701.0140114,8378400000,80.18280792236328
1757775757.4976285,8390400000,80.16561126708984
1757775785.7283306,8396400000,80.27379608154297
1757775797.0270545,8398800000,80.2007064819336
1757775814.023218,8402400000,80.0855712890625
1757775876.2549179,8415600000,80.14810180664062
1757775910.1591833,8422800000,80.21285247802734
1757775966.6571734,8434800000,80.09801483154297
1757775972.327134,8436000000,80.195068359375
1757775983.660299,8438400000,80.09972381591797
1757776057.0440335,8454000000,80.16354370117188
1757776096.581592,8462400000,80.14575958251953
1757776107.90843,8464800000,80.15632629394531
1757776113.5668933,8466000000,80.18562316894531
1757776260.9197323,8497200000,80.09555053710938
1757776300.680883,8505600000,80.20772552490234
1757776431.3936005,8533200000,79.89240264892578
1757776471.2580674,8541600000,80.14549255371094
1757776488.2774365,8545200000,80.25757598876953
1757776522.2154922,8552400000,80.17337799072266
1757776737.0584862,8598000000,80.16898345947266
1757776810.65949,8613600000,80.1991195678711
1757776816.314572,8614800000,80.10945129394531
1757776827.625867,8617200000,80.2743911743164
1757776861.6409633,8624400000,80.37268829345703
1757776878.5598657,8628000000,80.32950592041016
1757776980.6542885,8649600000,80.36561584472656
1757777025.9884372,8659200000,80.35781860351562
1757777082.6943967,8671200000,80.2630386352539
1757777218.2719686,8700000000,80.40571594238281
1757777240.8692882,8704800000,80.40312957763672
1757777286.2443233,8714400000,80.3405532836914
1757777308.8995159,8719200000,80.04119110107422
1757777359.7803373,8730000000,80.30107116699219
1757777467.222844,8752800000,80.10502624511719
1757777518.17805,8763600000,80.13818359375
1757777552.139293,8770800000,80.42034912109375
1757777670.7925727,8796000000,80.29338073730469
1757777699.0379362,8802000000,80.25674438476562
1757777721.6502776,8806800000,80.47793579101562
1757777732.9824448,8809200000,80.3361587524414
1757777806.3797805,8824800000,80.2250747680664
1757777817.694912,8827200000,80.29049682617188
1757777834.6502283,8830800000,80.605712890625
1757777862.9969902,8836800000,80.39605712890625
1757777885.7375689,8841600000,80.23880004882812
1757777942.6058223,8853600000,80.38284301757812
1757777987.9342127,8863200000,80.38975524902344
1757778170.355961,8901600000,80.47795104980469
1757778210.2217972,8910000000,80.35086822509766
1757778272.5493226,8923200000,80.37154388427734
1757778278.2106376,8924400000,80.41783905029297
1757778295.2242386,8928000000,80.45303344726562
1757778312.2750413,8931600000,80.4464340209961
1757778413.849225,8953200000,80.65888977050781
1757778436.3165033,8958000000,80.40534973144531
1757778458.7413583,8962800000,80.6016616821289
1757778469.9555304,8965200000,80.42810821533203
1757778537.546617,8979600000,80.4736328125
1757778639.0696232,9001200000,80.49166870117188
1757778672.9053252,9008400000,80.50104522705078
1757778712.3871064,9016800000,80.41393280029297
1757778740.6271656,9022800000,80.5486068725586
1757778785.8693628,9032400000,80.41337585449219
1757778819.8144736,9039600000,80.41583251953125
1757778881.907383,9052800000,80.44914245605469
1757778927.0400214,9062400000,80.48218536376953
1757778938.3145316,9064800000,80.51699829101562
1757778955.205633,9068400000,80.40850067138672
1757778972.143967,9072000000,80.51904296875
1757779005.9768095,9079200000,80.44538116455078
1757779073.6645408,9093600000,80.57353210449219
1757779124.5299976,9104400000,80.54169464111328
1757779164.115044,9112800000,80.43317413330078
1757779203.6329887,9121200000,80.40415954589844
1757779214.9453053,9123600000,80.53437805175781
1757779226.2224934,9126000000,80.50180053710938
1757779243.155436,9129600000,80.50623321533203
1757779254.4468715,9132000000,80.49376678466797
1757779418.497859,9166800000,80.45486450195312
1757779424.1367066,9168000000,80.64900207519531
1757779452.3362575,9174000000,80.57365417480469
1757779457.9826372,9175200000,80.5918197631836
1757779531.542197,9190800000,80.35399627685547
1757779542.866176,9193200000,80.53314971923828
1757779548.5161438,9194400000,80.62358856201172
1757779684.03603,9223200000,80.67033386230469
1757779887.331959,9266400000,80.62675476074219
1757779921.1511657,9273600000,80.75801086425781
1757779926.787006,9274800000,80.52667236328125
1757779938.0803204,9277200000,80.50297546386719
1757780084.9197488,9308400000,80.5959243774414
1757780090.5873764,9309600000,80.47577667236328
1757780101.902816,9312000000,80.58476257324219
1757780107.5764337,9313200000,80.68093872070312
1757780113.2280312,9314400000,80.64131164550781
1757780130.264069,9318000000,80.6999282836914
1757780209.2863564,9334800000,79.95449829101562
1757780248.6945465,9343200000,80.28545379638672
1757780299.474741,9354000000,79.84270477294922
1757780305.1220663,9355200000,79.96714782714844
1757780384.0203526,9372000000,80.25933074951172
1757780451.7788725,9386400000,80.21296691894531
1757780547.8051333,9406800000,80.2686996459961
1757780570.4035833,9411600000,80.38561248779297
1757780615.6228755,9421200000,80.41441345214844
1757780643.82814,9427200000,80.3930892944336
1757780649.4859872,9428400000,80.55712127685547
1757780683.4100184,9435600000,80.2693099975586
1757780717.38275,9442800000,80.4513931274414
1757780796.575645,9459600000,80.505126953125
1757780870.3064995,9475200000,80.12995910644531
1757780904.3532522,9482400000,80.17200469970703
1757780977.987351,9498000000,80.41911315917969
1757780989.3422732,9500400000,80.40660858154297
1757780995.0547075,9501600000,80.29866027832031
1757781029.1260777,9508800000,80.41217803955078
1757781046.0962288,9512400000,80.29146575927734
1757781057.3853452,9514800000,80.4974365234375
1757781063.0578036,9516000000,80.38871765136719
1757781102.6770537,9524400000,80.47258758544922
1757781232.757431,9552000000,80.39624786376953
1757781385.3829346,9584400000,80.59527587890625
1757781425.0014577,9592800000,80.57608032226562
1757781572.0342174,9624000000,80.5600357055664
1757781611.7009785,9632400000,80.67472076416016
1757781628.6178517,9636000000,80.47783660888672
1757781634.271334,9637200000,80.4078140258789
1757781645.617388,9639600000,79.87621307373047
1757781724.7454941,9656400000,80.36183166503906
1757781770.0481458,9666000000,80.6696548461914
1757781809.5959947,9674400000,80.67698669433594
1757781832.1664202,9679200000,80.63492584228516
1757781900.114598,9693600000,80.59120178222656
1757781905.7650356,9694800000,80.50154113769531
1757781945.3823102,9703200000,80.34931182861328
1757782007.5916936,9716400000,80.48583984375
1757782035.8875675,9722400000,80.40383911132812
1757782154.5092974,9747600000,80.40644836425781
1757782199.6994708,9757200000,80.57779693603516
1757782267.4247522,9771600000,80.66677856445312
1757782278.732513,9774000000,80.6334228515625
1757782307.0010152,9780000000,80.58853912353516
1757782386.3027916,9796800000,80.57743835449219
1757782391.9851487,9798000000,80.4608154296875
1757782403.3096094,9800400000,80.5492935180664
1757782471.0755458,9814800000,80.58326721191406
1757782505.0407012,9822000000,80.73612976074219
1757782510.6917946,9823200000,80.69407653808594
1757782550.262639,9831600000,80.64412689208984
1757782555.913477,9832800000,80.60462188720703
1757782595.4510815,9841200000,80.92974090576172
1757782601.0978096,9842400000,80.70735931396484
1757782623.7432668,9847200000,80.3729248046875
1757782686.0212772,9860400000,80.69851684570312
1757782691.678589,9861600000,80.82221984863281
1757782759.5019271,9876000000,80.84807586669922
1757782765.1642058,9877200000,80.68086242675781
1757782906.687433,9907200000,80.63987731933594
1757783031.3032382,9933600000,80.64718627929688
1757783065.3440156,9940800000,80.57137298583984
1757783082.3265822,9944400000,80.54163360595703
1757783087.9983878,9945600000,80.67086791992188
1757783110.625349,9950400000,80.80032348632812
1757783138.8528628,9956400000,80.81035614013672
1757783167.1159215,9962400000,80.80239868164062
1757783342.5944123,9999600000,80.80463409423828
